	Biamonti	Hess	Op.	Grove	WoO	Title 1	Title 2	Composition Dates 1	Composition Dates 2	Notes 1	Key	Scoring	Genre	Notes 2	Same As	ROW 2
1078	667/4	155			158/04@@@	"Folksong Setting: ""Red gleams the sun on yon hill tap"" (Scottish) WoO 158b; #4 of 7 British folk songs"			1817						"WoO 158 #4, Hess 155"	
1079	667/5	157			158/05@@@	"Folksong Setting in G major: ""Erin! O Erin!"" (Scottish-Irish) ""Like the bride lamp that lay"" WoO 158b; #5 of 7 British folk songs"			1815						"WoO 158 #5, Hess 157"	
1080	667/6	170			158/06@@@	"Folksong Setting in A minor: ""O Mary ye’s be clad in silk"" (Scottish) WoO 158b; #6 of 7 British folk songs"			1815						"WoO 158 #6, Hess 170"	
1081	667/7	180			158/07@@@	"Folksong Setting in G minor: ""Lament for Owen Roe O’Neill"" (Irish) without words, WoO 158b; #7 of 7 British folk songs"			1810						"WoO 158 #7, Hess 180"	
1082	667/8	166			158/01@@@	"Folksong Setting in E minor: ""When my Hero in court appears"" WoO 158c; #1 of 6 assorted folk songs"			1817	words: John Gay					"WoO 158 #1, Hess 166"	
1083	667/9	167			158/02@@@	"Folksong Setting in B flat major: ""Air de Colin"" from Rousseau’s ""Le Devin du Village""; ""Non, non, Colette n’est point trompeuse"" WoO 158c; #2 of 6 assorted folk songs"			1817	words: Rousseau					"WoO 158 #2, Hess 167"	
1084	667/10	169			158/03@@@	"Folksong Setting in B major: ""Mark yonder pomp of costly fashion"" (Scottish) WoO 158c; #3 of 6 assorted folk songs"			1820	words: Robert Burns					"WoO 158 #3, Hess 169"	
1085	667/11	175			158/04@@@	"Folksong Setting in A major: ""Bonnie wee thing"" (Scottish) for 3 voices and piano WoO 158c; #4 of 6 assorted folk songs"			1820	words: Robert Burns					"WoO 158 #4, Hess 175"	
1086	667/12	176			158/05@@@	"Folksong Setting in B flat major: ""From thee, Eliza, I must go"" (Scottish) for 3 voices and piano trio WoO 158c; #5 of 6 assorted folk songs"			1818	words: Robert Burns					"WoO 158 #5, Hess 176"	
1087	667/13	179			158/06@@@	"Folksong Setting in E minor: Untitled (Scottish) without words, WoO 158c; #6 of 6 assorted folk songs"			1810						"WoO 158 #6, Hess 179"	
1088	668	047				Piano Trio				arrangement of String Trio Opus 3 (1st movement and fragment of 2nd movement)					Hess 47	
1089	669					"Sketch for Solo Voice(s) & Instrument(s): for the song ""Resignation"" for 4 voices; authorship: unfinished"			1817							
1090	670	—	—	251	148	"Song in F major: ""So oder so""; ""Nord oder Süd!"""	"So oder So (""Nord oder Süd!"")"	1817	1817	words: Carl Lappe	F major	v pf	Vocal		"WoO 148, Grove 251"	476
1091	671	288			205/03	"Musical greetings for Solo Voice(s): ""O Adjutant"" (WoO 205c), #3 of 10 musical greetings"			1817	written for Tobias Haslinger; Letter 742					"WoO 205 #3, Hess 288"	
1092	672					Fragment for Unknown			1817	in a letter to Steiner						
1093	673	—	—	197	104	"Song: ""Gesang der Mönche"" (Song of the Monks) from Schiller’s ""William Tell""; ""Rasch tritt der Tod den Menchen an"""	"Gesang der Mönche (""Rasch tritt der Tod den Menchen an"") (Song of the Monks)"	1817	1817	words: Friedrich von Schiller	C minor	2ten bass	Vocal	for the play ''William Tell'' by Friedrich Schiller	"WoO 104, Grove 197"	426
1094	674	289			205/04	"Musical greetings for Solo Voice(s) in C major: ""Wo? Wo?"" (WoO 205d), #4 of 10 musical greetings"			1817	written for Nanette Streicher; Letter 789 or 792					"WoO 205 #4, Hess 289"	
1095	675	—	104	104	—	String Quintet in C minor; authorship: arranged by another	String Quintet	1817	1817	after the Piano Trio Opus 1 #3; arranged by Kaufman; arrangement corrected by Beethoven	C minor	2vn 2va vc	Quintets	arrangement of Op.1/3	"Op. 104, Grove 104"	189
1096	676					Fragment for Unknown			1817	in a letter to Nanette Streicher						
1097	677					"Sketch for Solo Voice(s) & Instrument(s): for Matthisson’s ""Badlied""; authorship: unfinished"			1817	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1098	678	—	137	137	—	Fugue for String Quintet in D major	Fugue in D major	1817	1817		D major	2vn va vc	Chamber		"Op. 137, Grove 137"	266
1099	679	—	—	252	149	"Song in D major: ""Resignation""; ""Lisch aus, mein Licht!"""	"Resignation (""Lisch aus, mein Licht!"")"	1817	1817	words: Paul von Haugwitz	D major	v pf	Vocal		"WoO 149, Grove 252"	477
1100	680	036				"Fugue for String Quartet: from Handel’s ""Solomon"" overture, arranged for string quartet by Beethoven"			1798						Hess 36	
1101	681	138				"Song: ""Odorata - o Nice"""			1815 - 1817						Hess 138	
1102	682	137				"Song: ""Ich wiege dich in meinem Arm"""			1795	"lost; title incorrectly given by Hess as ""Schwinge dich in meinen Dom""; author unknown"					Hess 137	
1103	683	252	—		171	"4-part Canon in G major: ""Glück fehl’ dir vor allem!""; authorship: spurious"	"Glück fehl' dir vor allem!, canon"		1817	written for Anna Giannatasio del Rio; actually written by Michael Haydn	G major	4vv	Vocal	spurious; now believed to have been written by Michael Haydn	"WoO 171, Hess 252"	504
1104	684	040	—		—	String Quintet in D minor: movement; authorship: unfinished	String Quintet	1817	1817	"may have been the Prelude to a Fugue, since lost"	D minor	2vn 2va vc	Chamber	part of 1 movt. only	Hess 40	549
1105	685	035				Fragment for String Quartet in B minor; authorship: reconstruction			1817	"fragment of fugue #24 from Well-Tempered Clavier (Book One) by J S Bach, arranged for string quartet by Beethoven"					Hess 35	
1106	686					Sketch			1817 - 1818	"sketches for the Ninth Symphony Opus 125, second movement; also see Biamonti 746 & 779"						
1107	687					Sketch for Unknown: sketches found in the Conversation Book of Feb/ March 1818; authorship: unfinished			1818							
1108	688	075	—	198	200	"Piece for Piano in G major: ""O Hoffnung, du stählst die Herzen, du milderst die Schmerzen"""	O Hoffnung	1818	1818	"written for Archduke Rudolph of Austria; written as a theme for Archduke Rudolph, who composed forty variations on it; also see Hess 335"	G major	pf	Keyboard		"WoO 200, Hess 75, Grove 198"	536
1109	689	282	—		201	"Joke in C major: ""Ich bin bereit! Amen"" (I am ready), beginning of a double fugue"	Ich bin bereit	1818	1818	written for Vincent Hauschka; Letter 903	C major	pf	Keyboard		"WoO 201, Hess 282"	537
1110	690	—	—	172	060	"Bagatelle for Piano in B flat major: ""Zeimlich lebhaft"" (A little lively)"	Bagatelle in B-flat major ('Zeimlich lebhaft') ('A little lively')	1818	1818	dedicated to Marie Szymanowska	B♭ major	pf	Keyboard		"WoO 60, Grove 172"	355
1111	691/	—	—	227/	156/		Scottish Songs (12)	1815-19				vv vn vc pf	Vocal		"WoO 156 (all), Grove 227 (all)"	484
1112	691/1			227/01	156/01	"Folksong Setting: ""The Banner of Buccleuch"", ""From the brown crest of Newark""; #1 of 12 Scottish songs"			1819	words: Sir Walter Scott					"WoO 156 #1, Grove 227"	
1113	691/2			227/02	156/02	"Folksong Setting: ""Duncan Gray"", ""Duncan Gray came here to woo""; #2 of 12 Scottish songs"			1818	words: Robert Burns					"WoO 156 #2, Grove 227"	
1114	691/3			227/03	156/03	"Folksong Setting: ""Up! quit thy bower""; #3 of 12 Scottish songs"			1819	words: Joanna Baillie					"WoO 156 #3, Grove 227"	
1115	691/4			227/04	156/04	"Folksong Setting: ""Ye shepherds of this pleasant vale""; #4 of 12 Scottish songs"			1818	words: William Hamilton					"WoO 156 #4, Grove 227"	
1116	691/5			227/05	156/05	"Folksong Setting: ""Cease your funning""; #5 of 12 Scottish songs"			1817	"Words: Gay; not Scottish, derived from ""The Beggar’s Opera"""					"WoO 156 #5, Grove 227"	
1117	691/6			227/06	156/06	"Folksong Setting: ""Highland Harry"", ""My Harry was a gallant gay""; #6 of 12 Scottish songs"			1815	words: Robert Burns					"WoO 156 #6, Grove 227"	
1118	691/7			227/07	156/07	"Folksong Setting: ""Polly Stewart"", ""O lovely Polly Stewart""; #7 of 12 Scottish songs"			1818	words: Robert Burns					"WoO 156 #7, Grove 227"	
1119	691/8			227/08	156/08	"Folksong Setting: ""Womankind"", ""The hero may perish his country to save""; #8 of 12 Scottish songs"			1818	another setting - WoO 154 #10					"WoO 156 #8, Grove 227"	
1120	691/9			227/09	156/09	"Folksong Setting: ""Lochnagar"", ""Away ye gay landscapes""; #9 of 12 Scottish songs"			1818	words: Lord Byron					"WoO 156 #9, Grove 227"	
1121	691/10			227/10	156/10	"Folksong Setting: ""Glencoe"", ""O tell us, Harper""; #10 of 12 Scottish songs"			1819	words: Sir Walter Scott					"WoO 156 #10, Grove 227"	
1122	691/11			227/11	156/11	"Folksong Setting: ""Auld Lang Syne"" ""Should auld acquaintance be forgot""; #11 of 12 Scottish songs"			1818	words: Robert Burns					"WoO 156 #11, Grove 227"	
1123	691/12			227/12	156/12	"Folksong Setting: ""The Quaker’s Wife"", ""Dark was the morn and black the sea""; #12 of 12 Scottish songs"			1818	words: Mr. Hunter					"WoO 156 #12, Grove 227"	
1124	692/	—	—		158c@@@		Assorted Folk Songs (6)	1810-20				vv vn vc pf	Vocal			488
1125	692/1	156			158/01@@@	"Folksong Setting: ""Ridder Stigs Runer"" (Danish) ""Ridder nah’n dem Konigsschloss""WoO 158a; #1 of 23 continental folk songs"			1817						"WoO 158 #1, Hess 156"	
1126	692/2	187			158/07@@@	"Folksong Setting: ""Wer solche Buema afipackt"" (Tyrolean) WoO 158a; #7 of 23 continental folk songs"			1817						"WoO 158 #7, Hess 187"	
1127	692/3	189			158/08@@@	"Folksong Setting: ""Ih mag di nit nehma, du töppeter Hecht"" (Tyrolean) WoO 158a; #8 of 23 continental folk songs"			1817						"WoO 158 #8, Hess 189"	
1128	692/4	177			158/16@@@	"Folksong Setting: ""Schöne Minka, ich muß scheiden"" (Ukrainian-Cossack) WoO 158a; #16 of 23 continental folk songs"			1816	variations on this air: Op 107 #7					"WoO 158 #16, Hess 177"	
1129	692/5	186			158/17@@@	"Folksong Setting: ""Lilla Carl"", Vaggvisa (Swedish lullaby) WoO 158a; #17 of 23 continental folk songs"			1817	words: C M Bellmann					"WoO 158 #17, Hess 186"	
1130	692/6	188			158/22@@@	"Folksong Setting: ""Édes kinos emlékezet"", ""Magyar Szüretötö Enek"" (Hungarian grape harvest song) WoO 158a; #22 of 23 continental folk songs"			1817						"WoO 158 #22, Hess 188"	
1131	693/	—	105/		—		National Airs with Variations (6)	1818-19				fl/vn pf	Chamber			190
1132	693/1	—	105/1	105/1	—	"Variations for Piano & Flute or Violin in G major: on a Welsh air ""The Cottage Maid""; #1 of 6 Themes & Variations"	"Air écossais (""The Cottage Maid"")"	1818	1818	folk song setting: WoO 155 #3	G major	fl/vn pf	Chamber		"Op. 105 #1, Grove 105"	191
1133	693/2	—	105/2	105/2	—	"Variations for Piano & Flute or Violin in C minor: on a Scottish air ""Von edlem Geschlecht war Shinken""; #2 of 6 Themes & Variations"	Air écossais	1819	1818		C minor	fl/vn pf	Chamber		"Op. 105 #2, Grove 105"	192
1134	693/3	—	105/3	105/3	—	"Variations for Piano & Flute or Violin in C major: on an Austrian air ""A Schüssel und a reindel ist all mein Kuchelg’schirr""; #3 of 6 Themes & Variations"	"Air autrichien (""A Schsserl und a Reindel"")"	1818	1819		C major	fl/vn pf	Chamber		"Op. 105 #3, Grove 105"	193
1135	693/4	—	105/4	105/4	—	"Variations for Piano & Flute or Violin in E flat major: on an Irish air ""The Last Rose of Summer""; #4 of 6 Themes & Variations"	"Air écossais (""The Last Rose of Summer"")"	1818	1818	"folk song setting: ""Sad & Luckless was the Season"", WoO 153 #6"	E♭ major	fl/vn pf	Chamber		"Op. 105 #4, Grove 105"	194
1136	693/5	—	105/5	105/5	—	"Variations for Piano & Flute or Violin in E flat major: on an Irish air ""Chiling O’Guiry"": #5 of 6 Themes & Variations"	"Air écossais (""Chiling O'Guiry"")"	1818	1818	folk song setting: WoO 154 #6	E♭ major	fl/vn pf	Chamber		"Op. 105 #5, Grove 105"	195
1137	693/6	—	105/6	105/6	—	"Variations for Piano & Flute or Violin in D major: on an Irish air ""Paddy Whack""; #6 of 6 Themes & Variations"	"Air écossais (""Paddy Whack"")"	1818	1818	"folk song setting: ""English Bulls; or, The Irishman in London"", WoO 152 #12"	D major	fl/vn pf	Chamber		"Op. 105 #6, Grove 105"	196
1138	694/	—	107/		—		National Airs with Variations (10):	1818-19				fl/vn pf	Chamber			198
1139	694/1	—	107/01	107/01	—	"Variations for Piano & Flute or Violin in E flat major: theme & 4 variations on a Tyrolian air ""l bin a Tiroler Bua""; #1 of 10 Themes & Variations"	"Air tirolien (""I bin a Tiroler Bua"")"	1819	1818	folk song setting: WoO 158a #5		fl/vn pf	Chamber	see also WoO 158/5	"Op. 107 #1, Grove 107"	199
1140	694/2	—	107/02	107/02	—	"Variations for Piano & Flute or Violin in F major: theme & 4 variations on a Scottish air ""Bonnie Laddie, Highland Laddie""; #2 of 10 Themes & Variations"	"Air écossais (""Bonnie Laddie, Highland Laddie"")"	1818	1818	folk song setting: Op 108 #7		fl/vn pf	Chamber		"Op. 107 #2, Grove 107"	200
1141	694/3	—	107/03	107/03	—	Variations for Piano & Flute or Violin in G major: theme & 5 variations on a Russian air; #3 of 10 Themes & Variations	Air de la petite Russie	1819	1819			fl/vn pf	Chamber		"Op. 107 #3, Grove 107"	201
1142	694/4	—	107/04	107/04	—	"Variations for Piano & Flute or Violin in F major: theme & 4 variations on an Irish air ""St Patrick’s Day""; #4 of 10 Themes & Variations"	"Air écossais (""St. Patrick's Day"")"	1819	1818	folk song setting: WoO 154 #4		fl/vn pf	Chamber	see also WoO 154/4	"Op. 107 #4, Grove 107"	202
1143	694/5	—	107/05	107/05	—	"Variations for Piano & Flute or Violin in F major: theme & 3 variations on a Tyrolian air ""A Madel, ja a Madel"": #5 of 10 Themes & Variations"	"Air tirolien (""A Madel, ja a Madel"")"	1818	1818	folk song setting: WoO 158a #6		fl/vn pf	Chamber	see also WoO 158/6	"Op. 107 #5, Grove 107"	203
1144	694/6	—	107/06	107/06	—	"Variations for Piano & Flute or Violin in E flat major: theme & 4 variations on a Welsh air ""Merch Megan"", ""Peggy’s Daughter"": #6 of 10 Themes & Variations"	"Air écossais (""Merch Megan"")"	1818	1819	folk song setting: WoO 155 #11		fl/vn pf	Chamber	see also WoO 155/11	"Op. 107 #6, Grove 107"	204
1145	694/7	—	107/07	107/07	—	"Variations for Piano & Flute or Violin in A minor: theme & 6 variations on a Russian air ""Schöne Minka""; #7 of 10 Themes & Variations"	"Air russe (""Schöne Minka"")"	1818	1819	folk song setting: WoO 158a #16		fl/vn pf	Chamber	see also WoO 158/16	"Op. 107 #7, Grove 107"	205
1146	694/8	—	107/08	107/08	—	"Variations for Piano & Flute or Violin in D major: theme & 4 variations on a Scottish air ""O, Mary at thy window be""; #8 of 10 Themes & Variations"	"Air écossais (""O, Mary at thy Window Be"")"	1818	1818	folk song setting: Op 108 #17		fl/vn pf	Chamber		"Op. 107 #8, Grove 107"	206
1147	694/9	—	107/09	107/09	—	"Variations for Piano & Flute or Violin in E flat major: theme & 5 variations on a Scottish air ""Oh, Thou art the Lad of my Heart""; #9 of 10 Themes & Variations"	"Air écossais (""Oh, Thou art the Lad of my Heart"")"	1818	1818	folk song setting: Op 108 #11		fl/vn pf	Chamber		"Op. 107 #9, Grove 107"	207
1148	694/10	—	107/10	107/10	—	"Variations for Piano & Flute or Violin in G minor: theme & 5 variations on a Scottish air ""The Highland Watch""; #10 of 10 Themes & Variations"	"Air écossais (""The Highland Watch"")"	1818	1818	folk song setting: Op 108 #22		fl/vn pf	Chamber		"Op. 107 #10, Grove 107"	208
1149	695	—	—	219	172	"3-part Canon in E flat major: ""Ich bitt’ dich, schreib’ mir die Es-Scala auf"""	"Ich bitt' dich, canon"	1818	1818	written for Vincent Hauschka	E♭ major	3vv	Vocal		"WoO 172, Grove 219"	505
1150	696/@@@	124	—		105	"Song in A major: ""Hochzeitslied"" for bass, chorus & piano ""Auf Freunde, singt dem Gott der Ehen!"""	"Hochzeitslied(""Auf Freunde, singt dem Gott der ehen!"")"	1819	1819	written for Anna Giannatasio del Rio; words: Anton Joseph Stein; written for the marriage of Leopold Schmerling & Anna Giannatasio del Rio; unison version of Hess 125 (same WoO #)	A major	bass ch pf	Vocal	1st version	"WoO 105, Hess 124"	427
1151	696/@@@	125	—		105	"Song in C major: ""Hochzeitslied"" ""Auf Freunde, singt dem Gott der Ehen!"""	"Hochzeitslied(""Auf Freunde, singt dem Gott der ehen!"")"	1819	1819	written for Anna Giannatasio del Rio; words: Anton Joseph Stein; written for the marriage of Leopold Schmerling & Anna Giannatasio del Rio; unison version of Hess 124 (same WoO #)	C major	uch pf	Vocal	2nd version	"WoO 105, Hess 125"	428
1152	697					Sketch for Unknown in B flat minor: for a fugue; authorship: unfinished			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1153	698					"Sketch for Unknown: sketch for a Cantata ""Viva Rudolphus""; authorship: unfinished"			1817 - 1819	"in honor of the Archduke; lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1154	699					Minuet for Unknown			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1155	700					Fugue for Unknown in F sharp major			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1156	701					Sketch for Unknown: sketch for an Intermezzo; authorship: unfinished			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1157	702					Sketch for Unknown in B flat minor; authorship: unfinished			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1158	703					Presto for Unknown in B flat minor; authorship: unfinished			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1159	704					Fugue Subject for Unknown; authorship: unfinished			1817 - 1819	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1160	705	322				"Melody for Solo Voice(s) in E flat major: ""Gott allein ist unser Herr, er allein"""			1818	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"					Hess 322	
1161	706	323				"Melody for Solo Voice(s) in C major: ""Leb wohl, schöne Abendsonne"""			1818	"lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"					Hess 323	
1162	707					"Sketch for Solo Voice(s) & Instrument(s): sketch for a Song ""Heidenroslein""; authorship: unfinished"			1817 - 1819	"words: Goethe; other sketches are Hess 150 and Biamonti 760; lost, except for quotation by Nottebohm in his article on the Boldrini sketchbook, since vanished"						
1163	708	—	106	106	—	"Piano Sonata No. 29 in B flat major: ""Hammerklavier-Sonate"""	"Piano Sonata No.29 (""Hammerklavier"")"	1816-18	1816 - 1818	"dedicated to Archduke Rudolph of Austria; ""Here is something that will give pianists some hard work when it is played fifty years from now!"" - LvB"	B♭ major	pf	Keyboard		"Op. 106, Grove 106"	197
1164	709	290			205/05	"Musical greetings for Solo Voice(s) in D major: ""Erfüllung, Erfüllung"" (WoO 205e), #5 of 10 musical greetings"			1819	written for Archduke Rudolph of Austria; Letter 948					"WoO 205 #5, Hess 290"	
1165	710/	020/	—		017@@@		Mödlinger Tänze (11)	1819				2cl 2hn 2vn db	Chamber	probably spurious		293
1166	710/1	020/01		195/01	017/01	Waltz for Instrument(s) in E flat major: #1 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #1, Hess 20, Grove 195"	
1167	710/2	020/02		195/02	017/02	Minuet for Instrument(s) in B flat major: #2 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #2, Hess 20, Grove 195"	
1168	710/3	020/03		195/03	017/03	Waltz for Instrument(s) in B flat major: #3 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #3, Hess 20, Grove 195"	
1169	710/4	020/04		195/04	017/04	Minuet for Instrument(s) in E flat major: #4 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #4, Hess 20, Grove 195"	
1170	710/5	020/05		195/05	017/05	Minuet for Instrument(s) in E flat major: #5 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #5, Hess 20, Grove 195"	
1171	710/6	020/06		195/06	017/06	Ländler for Instrument(s) in E flat major: #6 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #6, Hess 20, Grove 195"	
1172	710/7	020/07		195/07	017/07	Minuet for Instrument(s) in B flat major: #7 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #7, Hess 20, Grove 195"	
1173	710/8	020/08		195/08	017/08	Ländler for Instrument(s) in B flat major: #8 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #8, Hess 20, Grove 195"	
1174	710/9	020/09		195/09	017/09	Minuet for Instrument(s) in G major: #9 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #9, Hess 20, Grove 195"	
1175	710/10	020/10		195/10	017//10	Waltz for Instrument(s) in D major: #10 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #10, Hess 20, Grove 195"	
1176	710/11	020/11		195/11	017/11	Waltz for Instrument(s) in D major: #11 of 11 Mödlinger Tänze for 7 String & Wind Instruments; authorship: probably spurious			1819						"WoO 17 #11, Hess 20, Grove 195"	
1177	711	253	—		173	"2-part Riddle Canon in B flat major: ""Hol’ euch der Teufel! B’hüt euch Gott!"""	Hol' euch der Teufel!	1819	1819	written for Sigmund Anton Steiner	B♭ major	2vv	Vocal		"WoO 173, Hess 253"	506
1178	712	—	—	201	174	"4-part Canon in B flat major: ""Glaube und hoffe"""	"Glaube und hoffe, canon"	1819	1819	written for Moritz Schlesinger	B♭ major	4vv	Vocal		"WoO 174, Grove 201"	507
1179	713					Fragment for Solo Voice(s); authorship: unfinished			1819	written for Countess Anna Marie Erdödy						
1180	714	107				"Grenadier March for Musical Clock in F major: ""Grenadiermarsch"""			1798	"WoO 29 for musical clock; consists of a 20-bar march by Haydn, an original transition, and an arrangement of the March WoO 29"					Hess 107	
1181	715	255	—		175	"4-part Riddle Canon: ""Sankt Petrus war ein Fels/ Bernardus war ein Sankt"""	"Sankt Petrus war ein Fels, canon"	1820	1820	written for Carl Peters & Carl Bernard		4vv	Vocal		"WoO 175, Hess 255"	508
1182	716	—	—	210	176	"3-part Canon in F major: ""Glück zum neuen Jahr!"" (2nd setting)"	"Glück zum neuen Jahr, canon"	1819	1819	written for Countess Anna Marie Erdödy; other setting is WoO 165	F major	3vv	Vocal	2nd setting of WoO 165	"WoO 176, Grove 210"	509
1183	717	—	—	211	179	"Intro & 4-part Canon in C major: ""Seiner Kaiserlichen Hoheit...alles Gute, alles Schöne"""	"Alles Gute, alles Schöne! (""Seiner Kaiserlichen Hoheit""), canon"	1819	1819	written for Archduke Rudolph of Austria	C major	4vv	Vocal		"WoO 179, Grove 211"	512
1184	718	300				"Sketch for Instrument(s): sketch for a Canon ""Liebe mich, werter Weissenbach""; authorship: reconstruction"			1819 - 1820	written for Alyos Weissenbach					Hess 300	
1185	719	301				"Sketch for Instrument(s): sketch for a Canon ""Wähner, es ist kein Wahn""; authorship: unfinished"			1819 - 1820						Hess 301	
1186	720					Sketch for Piano in G major: perhaps for piano; authorship: unfinished			1820							
1187	721	256				"Joke in A major: ""Sankt Petrus ist ein Fels"""			1820	fragment - refers to WoO 175					Hess 256	
1188	722	—	—	253	150	"Song in E major: ""Abendlied unter’m gestirnten Himmel"" (Evening Song beneath the Starry Sky); ""Wenn die Sonne nieder sinket"""	"Abendlied unter'm gestirnten Himmel (""Wenn die Sonne nieder sinket"")"	1820	1820	words: Heinrich Goeble; could be considered last complete song written	E major	v pf	Vocal		"WoO 150, Grove 253"	478
1189	723					Sketch for Unknown: sketch for a Canon without words; authorship: unfinished			1820							
1190	724	—	—	212	180	"2-part Canon in C major: ""Auf einen, welcher Hoffmann geheißen""; ""Hoffmann, sei ja kein Hofmann"""	"Hofmann und kein Hofmann (""Auf einen, welcher Hoffmann geheißen""), canon"	1820	1820		C major	2vv	Vocal		"WoO 180, Grove 212"	513
1191	725/@@@	133				"Song: ""Das liebe Kätzchen"" (Austrian); ""Unsa Kaz had Kazln g’habt"""			1820						Hess 133	
1192	725/@@@	134				"Song: ""Der Knabe auf dem Berge"" (Austrian); ""Duart ob’n af’m Beargerl gu gu"""			1820						Hess 134	
1193	726					Melody for Unknown; authorship: unfinished			1820							
1194	727					"Fragment for Unknown: ""Es sind nur Steine"", fragment, perhaps for a Canon; authorship: unfinished"			1820							
1195	728	335				"2 Exercises for Instrument(s): on the Song ""Gedenke Mein"""				written for Archduke Rudolph of Austria; a homework assignment for the Archduke Rudolf; also see WoO 200					Hess 335	
1196	729	—	109	109	—	Piano Sonata No. 30 in E major	Piano Sonata No.30	1820	1820	dedicated to Maximiliane Brentano	E major	pf	Keyboard		"Op. 109, Grove 109"	235
1197	730	065				Piece for Piano in C major: Little Concert Finale			1820 - 1821	"from the 3rd Piano Concerto Opus 37, for piano solo"					Hess 65	
1198	731	150				"Sketch for Solo Voice(s) & Instrument(s): sketch for a Song ""Heidenröslein""; authorship: unfinished"			1793 - 1796	words: Goethe; other sketches are Biamonti 707 and 760					Hess 150	
1199	732					Sketch for Unknown: sketch for a piece in the manner of a Dance; authorship: unfinished			1820							
1200	733	—	—	217	178	"3-part Canon in B flat major: ""Signor Abate"""	"Abbé Stadler (""Signor Abate""), canon"	1820	1820	written for Abbé Maximilian Stadler	B♭ major	3vv	Vocal		"WoO 178, Grove 217"	511
1201	734	257	—		177	"Canon in E major: ""Bester Magistrat, Ihr friert""; canon for 4 male voices & 2 double-basses"	"Bester Magistrat, Ihr friert, canon"	1820	1820		E major	4vv 2db	Vocal		"WoO 177, Hess 257"	510
1202	735/@@@	299				"Sketch for Instrument(s) in A major: sketch for a Canon ""Bester Magistrat"" ; authorship: unfinished"			1820	"same ""Magistrat"" as WoO 177"					Hess 299	
1203	735/@@@					"3-part Canon: ""Bester Magistrat"""			1826	"the ""Magistrat"" is the same person as WoO 177"						
1204	736	062	—		061@@@	Allegretto for Piano in B minor	Allegretto	1821	1821	dedicated to Ferdinand Piringer	B minor	pf	Keyboard		"WoO 61, Hess 62"	356
1205	737	—	—	213	182	"3-part Canon in D minor: ""O Tobias!"""	"O Tobias!, canon"	1821	1821	written for Tobias Haslinger	D minor	3vv	Vocal		"WoO 182, Grove 213"	517
1206	738					Fragment for Unknown; authorship: unfinished			1822	fairly illegible fragments found in the Conversation Book of March 1822						
1207	739	—	110	110	—	Piano Sonata No. 31 in A flat major	Piano Sonata No.31	1821-22	1821 - 1822		A♭ major	pf	Keyboard		"Op. 110, Grove 110"	236
1208	740	042	—		034	Duo for Violins in A major: for Alexandre Boucher	Duet	1822	1822	dedicated to Alexandre Boucher	A major	2vn	Chamber		"WoO 34, Hess 42"	319
1209	741	—	111	111	—	Piano Sonata No. 32 in C minor	Piano Sonata No.32	1821-22	1821 - 1822	dedicated to Archduke Rudolph of Austria; English edition dedicated to Antonie Brentano	C minor	pf	Keyboard		"Op. 111, Grove 111"	237
1210	742/@@@	118/@@@	114	114	—	"March for Orchestra & Chorus: for ""Die Weihe des Hauses"""	"Die Ruinen von Athen (The Ruins of Athens), music to Kotzebue's drama"	1822	1822	"1822 adaptation of no. 6 from ""Die Ruinen von Athen""; see Opus 113; Hess 118 includes Opus 124, Opus 114, WoO 98, and parts of Opus 113"		vv ch orch	Stage	"2nd version of Op. 113; includes Op. 124, WoO 98"	"Op. 114, Hess 118, Grove 114"	240
